Artist,Release Title,Year,ID,Format,Resource URL,Stats,Thumb
Edwin Birdsong,Funtaztik,1981,304925,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/304925,"{'community': {'in_wantlist': 110, 'in_collection': 106}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/X7rlit1dL5_lMQCZrE-FWpn2oIUWCo7QUoi4AcMoPjE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNDky/NS0xMTY1OTE0NTky/LmpwZWc.jpeg
Edwin Birdsong,Rapper Dapper Snapper,1980,306248,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/306248,"{'community': {'in_wantlist': 735, 'in_collection': 615}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/cIAIUrKRmJYOGovewT0QZU-hQ6LnbZgWOmuzdJGcNo8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNjI0/OC0xNjEyOTUwNzI5/LTM0ODIuanBlZw.jpeg
The Salsoul Strings*,How Deep Is Your Love,1978,308033,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/308033,"{'community': {'in_wantlist': 131, 'in_collection': 289}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/zgMFm6iFcshmB9UacFzbu5RfUBh7A0VJYuIR6QGHm0Q/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwODAz/My0xMTExNDEzODQ1/LmpwZw.jpeg
Loleatta Holloway,Stand Up!,1994,310054,"1, 2, "", ,,  , P, r, o, m, o",https://api.discogs.com/releases/310054,"{'community': {'in_wantlist': 30, 'in_collection': 152}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/n6RD9QOoJ_xIEU3ub7HPh2auMM5KbHOK5YJ_BGIq6OY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxMDA1/NC0xMTU0OTY0MTE4/LmpwZWc.jpeg
Joe Bataan,Rap-O Clap-O,1979,311252,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/311252,"{'community': {'in_wantlist': 136, 'in_collection': 118}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/7bM86oH-YeiWERPRd2yAVDgOBrVsqI-9TG0k8Z-wtuk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxMTI1/Mi0xMTcxNzY4MzIx/LmpwZWc.jpeg
First Choice,Breakaway,1980,317278,"1, 2, """,https://api.discogs.com/releases/317278,"{'community': {'in_wantlist': 77, 'in_collection': 151}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/T_U1dtPJLIIp8OnnNv72-YgnzgUbRZTj3JDzUnoxhHc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxNzI3/OC0xNDcxODMzOTQy/LTg4NDAuanBlZw.jpeg
Various,Salsoul Rhythm,1994,327455,"C, D, ,,  , C, o, m, p",https://api.discogs.com/releases/327455,"{'community': {'in_wantlist': 21, 'in_collection': 18}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/8s9sGWGn7UlHTa_jDFucEyMwApikcbeHpEsDqUONaC0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMyNzQ1/NS0xNDE1NDYxMzg2/LTYyMjUuanBlZw.jpeg
Jimmy Castor,"Anyway, Anywhere, Anytime",1982,330205,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/330205,"{'community': {'in_wantlist': 39, 'in_collection': 210}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/UiieUBEGFORHGAaXV-DVI45RtRp_9eNw0Kg9aF4iwpQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMzMDIw/NS0xMzE5NTczODQy/LmpwZWc.jpeg
Loleatta Holloway,Dreamin',2000,340679,"1, 2, """,https://api.discogs.com/releases/340679,"{'community': {'in_wantlist': 143, 'in_collection': 343}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/w7USJYwFVtpZnmHzXl2cuxTRpWyBUaz6swopIywb8es/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0MDY3/OS0xNTI0Nzc1MDg5/LTMxOTAuanBlZw.jpeg
Loleatta Holloway,Dreamin',2000,340679,"1, 2, """,https://api.discogs.com/releases/340679,"{'community': {'in_wantlist': 143, 'in_collection': 343}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/w7USJYwFVtpZnmHzXl2cuxTRpWyBUaz6swopIywb8es/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0MDY3/OS0xNTI0Nzc1MDg5/LTMxOTAuanBlZw.jpeg
Jimmy Castor,It's Just Begun / E Man Boogie '83,2004,343344,"1, 2, "", ,,  , R, M",https://api.discogs.com/releases/343344,"{'community': {'in_wantlist': 184, 'in_collection': 246}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/SahJ6gBcND65hI3tN8zNjLY-C6aTZ82PLwUBv-aQsBY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0MzM0/NC0xNzEyODQ1MTM2/LTMxMDcuanBlZw.jpeg
Jimmy Castor,It's Just Begun / E Man Boogie '83,2004,343344,"1, 2, "", ,,  , R, M",https://api.discogs.com/releases/343344,"{'community': {'in_wantlist': 184, 'in_collection': 246}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/SahJ6gBcND65hI3tN8zNjLY-C6aTZ82PLwUBv-aQsBY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0MzM0/NC0xNzEyODQ1MTM2/LTMxMDcuanBlZw.jpeg
Aurra,A Little Love,1982,346931,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/346931,"{'community': {'in_wantlist': 66, 'in_collection': 88}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/TPSLDjskzB0O6M-GRcSwGs0twoVOrHYYqXRJfLfczyU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0Njkz/MS0xMzg1MjkyODky/LTk5ODcuanBlZw.jpeg
Loleatta Holloway / The Salsoul Orchestra,Catch Me On The Rebound,1978,351723,"1, 2, "", ,,  , P, r, o, m, o",https://api.discogs.com/releases/351723,"{'community': {'in_wantlist': 274, 'in_collection': 200}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/j6gRg3ghogbZQjVCxlEbrSnJUzfHv071UIVNrRDs5iM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1MTcy/My0xMTU3ODAxMDg0/LmpwZWc.jpeg
Gaz,Sing Sing,1978,354011,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/354011,"{'community': {'in_wantlist': 273, 'in_collection': 160}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/7KKRaCPI9iDHraL4fxdjaCYaryczvQN-kPmZBnC1RrM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1NDAx/MS0xMzMyMTg1MzMx/LmpwZWc.jpeg
Tom N' Jerry's Rockets*,On The Road Again,1978,358170,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o, ,,  , B, l, u",https://api.discogs.com/releases/358170,"{'community': {'in_wantlist': 169, 'in_collection': 157}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/vBOiiY6FlzfDkMWyEEMm-rjC26QF1KTf27hutoyL_5k/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1ODE3/MC0xMTU4NDM3ODEz/LmpwZWc.jpeg
Tom N' Jerry's Rockets*,On The Road Again,1978,358170,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o, ,,  , B, l, u",https://api.discogs.com/releases/358170,"{'community': {'in_wantlist': 169, 'in_collection': 157}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/vBOiiY6FlzfDkMWyEEMm-rjC26QF1KTf27hutoyL_5k/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1ODE3/MC0xMTU4NDM3ODEz/LmpwZWc.jpeg
Viva (2),Dance The Night Away,1978,359795,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/359795,"{'community': {'in_wantlist': 18, 'in_collection': 83}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/vpDDN70XfbBY2FaOJh1IQYs7Vvvkx4UYhF95mEBj4vk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1OTc5/NS0xMTgxMzYzNTcz/LmpwZWc.jpeg
Double Exposure,Ten Percent,1976,361001,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/361001,"{'community': {'in_wantlist': 565, 'in_collection': 975}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/HMEP493nWVIxiPxpWVcoECLZlXGWp4sLngPlW2dfkdU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM2MTAw/MS0xMjgzNzUxNjUz/LmpwZWc.jpeg
First Choice Featuring Rochelle Fleming,Love Thang (Remixed By David Morales),1994,363562,"1, 2, """,https://api.discogs.com/releases/363562,"{'community': {'in_wantlist': 346, 'in_collection': 391}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/eyHBO2OIo20RDLpxBDO4GfQgWDOiU7OH0XxzAjWGX3s/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM2MzU2/Mi0xNjkwMzY0MzY4/LTQ3MDAuanBlZw.jpeg
First Choice,Love Thang,1979,365533,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/365533,"{'community': {'in_wantlist': 482, 'in_collection': 249}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/YmUm_kT28pD82ND5TT0YdVRdzIEk5ARhtEHVvFnuSbM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM2NTUz/My0xMTU5MTg5OTkz/LmpwZWc.jpeg
First Choice,Breakaway,1980,365568,"L, P, ,,  , A, l, b, u, m, ,,  , P, r, o, m, o",https://api.discogs.com/releases/365568,"{'community': {'in_wantlist': 118, 'in_collection': 78}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/xOjGpf7LjannoAH0AJPgqOcjKwixU4rWe3n87p_IUg0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM2NTU2/OC0xMTczOTIzNTc0/LmpwZWc.jpeg
The Salsoul Orchestra,Street Sense,1979,370775,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/370775,"{'community': {'in_wantlist': 367, 'in_collection': 816}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/nmcElHC63nuFkgDsq2fTpzn1Q2f282rZHaMeO1X0B9M/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MDc3/NS0xMzkyNTMxNzU2/LTc4MjUuanBlZw.jpeg
First Choice Featuring Rochelle Fleming,Dr. Love,1999,372238,"1, 2, """,https://api.discogs.com/releases/372238,"{'community': {'in_wantlist': 157, 'in_collection': 45}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/s18s5uEammTNBm6YRJhLDLRzjBcUB125ZbTAMjO0nZI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3MjIz/OC0xMTU3NDYzNDE3/LmpwZWc.jpeg
Love Committee,Cheaters Never Win,1977,373966,"1, 2, """,https://api.discogs.com/releases/373966,"{'community': {'in_wantlist': 92, 'in_collection': 290}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/gNYw6IMwUtKSorpcOqo4qKceDfv_KYzgDUHKYhzFGIQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3Mzk2/Ni0xMTg1MzgxMTY3/LmpwZWc.jpeg
Loleatta Holloway,Stand Up!,1994,376273,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/376273,"{'community': {'in_wantlist': 35, 'in_collection': 275}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/BBTB38NSkrW-ZblHm7M9vBfqGVC-XiRZ9GqYRE9mv5g/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3NjI3/My0xNDI1MTU1NTAw/LTEyNDUuanBlZw.jpeg
Loleatta Holloway,I May Not Be There When You Want Me (But I'm Right On Time),1978,382134,"1, 2, "", ,,  , P, r, o, m, o",https://api.discogs.com/releases/382134,"{'community': {'in_wantlist': 72, 'in_collection': 204}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/bgUj_6SHuaVM_leo5nByFhhwg9PYVWdtKOvbYzEW_Ww/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM4MjEz/NC0xMTU5MDcwNjM5/LmpwZWc.jpeg
Loleatta Holloway,I May Not Be There When You Want Me (But I'm Right On Time),1978,382134,"1, 2, "", ,,  , P, r, o, m, o",https://api.discogs.com/releases/382134,"{'community': {'in_wantlist': 72, 'in_collection': 204}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/bgUj_6SHuaVM_leo5nByFhhwg9PYVWdtKOvbYzEW_Ww/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM4MjEz/NC0xMTU5MDcwNjM5/LmpwZWc.jpeg
Claudja Barry And Ronnie Jones,It Takes Two,1977,386726,"1, 2, "", ,,  , P, r, o, m, o",https://api.discogs.com/releases/386726,"{'community': {'in_wantlist': 33, 'in_collection': 62}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/SY-L8wR-mInalCqzLNyGUkJwjNo3I68GxzX5i9GiDqY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM4Njcy/Ni0xMTgxMjk5NzI1/LmpwZWc.jpeg
Instant Funk,Witch Doctor,1979,388614,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/388614,"{'community': {'in_wantlist': 368, 'in_collection': 1449}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/nEtAt2asTsV2ajaT89sRMJsXNAD8WIuEiAEe2fwvp3s/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM4ODYx/NC0xMTczNDc0MDg3/LmpwZWc.jpeg
Instant Funk,Witch Doctor,1979,388614,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/388614,"{'community': {'in_wantlist': 368, 'in_collection': 1449}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/nEtAt2asTsV2ajaT89sRMJsXNAD8WIuEiAEe2fwvp3s/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM4ODYx/NC0xMTczNDc0MDg3/LmpwZWc.jpeg
Cubby St. Charles,Party,1979,390118,"1, 2, "", ,,  , P, r, o, m, o",https://api.discogs.com/releases/390118,"{'community': {'in_wantlist': 99, 'in_collection': 57}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/rHok-exWwJC4jQ61_F0_L0DfMSYxUnG8ACxiFKlUZ0E/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5MDEx/OC0xNjU3MjYyMTc4/LTIwMDUuanBlZw.jpeg
Luv You Madly Orchestra,Luv You Madly Orchestra,1978,390769,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/390769,"{'community': {'in_wantlist': 149, 'in_collection': 161}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/of6NyOYeVlKMN0aq1uWEAi76RNYmsyk86tm1dS6HhBk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5MDc2/OS0xMzE2MjEyNzMw/LmpwZWc.jpeg
Floyd Smith & The Salsoul Orchestra,No Puedo Dejarte (I Just Can't Give You Up),1975,392158,"7, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/392158,"{'community': {'in_wantlist': 33, 'in_collection': 31}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/Au0c3aNeqjjFT8k1dXVXKEV3bD2YsCQVpGITk7jmRv0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5MjE1/OC0xNjcyNjI4MTM5/LTk5NDIuanBlZw.jpeg
Jimmy Castor,"Anyway, Anywhere, Anytime",1982,393438,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/393438,"{'community': {'in_wantlist': 20, 'in_collection': 72}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/5pVA8xGy_adEGmCm6gXe419mZH-j6z0GSMfXAylv4q0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5MzQz/OC0xMTU3MTgwOTUx/LmpwZWc.jpeg
The Lovers (10),Lip Service,1982,393443,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/393443,"{'community': {'in_wantlist': 100, 'in_collection': 129}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/hidrO6LCGSbw2NRUilTxNTiPsZCdOxJQYlpuuD_7kEI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5MzQ0/My0xNDcyNjY1MjI5/LTY2MzguanBlZw.jpeg
Skyy,First Time Around,1979,397232,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , P, r, o, m, o",https://api.discogs.com/releases/397232,"{'community': {'in_wantlist': 259, 'in_collection': 159}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/t51G4hTgjaqSKtb5ONivGQiTCEgU_ujinQVR4iAPA6M/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5NzIz/Mi0xMTcxNzAyNDg0/LmpwZWc.jpeg
Love Committee,Law And Order / Just As Long As I Got You,1978,400614,"1, 2, """,https://api.discogs.com/releases/400614,"{'community': {'in_wantlist': 685, 'in_collection': 386}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/TjqvJtW2dQakwoHdE50IM2Cq2_3ltFpIl46aCip2lhM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwMDYx/NC0xNjIyNDE5NjY4/LTM5MTAuanBlZw.jpeg
Carol Williams,More,1976,406478,"1, 2, "", ,,  , P, r, o, m, o",https://api.discogs.com/releases/406478,"{'community': {'in_wantlist': 122, 'in_collection': 61}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/MbxJ0_SGp6Saxt33CzuDYESRAzVD1d2aVz9lWUAMzhE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNjQ3/OC0xNTMwNzQ3MjU4/LTUwNzkuanBlZw.jpeg
Various,The Chillout Annual 2002,2001,410682,"2, x, C, D, ,,  , M, i, x, e, d",https://api.discogs.com/releases/410682,"{'community': {'in_wantlist': 42, 'in_collection': 312}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/xC1f1ruzEFBVHgXWm0Kw24o2mxdYM9waw0mV31fAWCM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxMDY4/Mi0xMjE4ODEwNTU2/LmpwZWc.jpeg
Aurra,A Little Love,1982,412055,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/412055,"{'community': {'in_wantlist': 451, 'in_collection': 1323}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/WP7WzwC1dRJ1K1vlCnd83U3ZcrMqifXnTSYRrBXZz2E/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxMjA1/NS0xNDU4MTY0NTk2/LTk1MDYuanBlZw.jpeg
Judy Cheeks,Don't Wanna Love You Again,1980,412413,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , G, o, l",https://api.discogs.com/releases/412413,"{'community': {'in_wantlist': 17, 'in_collection': 87}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/GOjOC-HioC121wKW-UkNHVL42CxTgVJ67Rsg7Z9zg0s/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxMjQx/My0xMTY1NzgyOTkx/LmpwZWc.jpeg
Candido,Candi's Funk,1980,416495,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/416495,"{'community': {'in_wantlist': 434, 'in_collection': 460}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/blc7x1xpnWo9xXqBqUtqM7QLyY7LKhVEsHi_-MeSScU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNjQ5/NS0xMTc0NzY4MjA2/LmpwZWc.jpeg
Bunny Sigler,By The Way You Dance (I Knew It Was You),1979,417278,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , M, /, P, r, i, n, t, ,,  , P, r, o, m, o",https://api.discogs.com/releases/417278,"{'community': {'in_wantlist': 190, 'in_collection': 97}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/umu8b_VYc-q4UEdU1zzDxWFCpcdHImpjxJ-ImQVBaC8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNzI3/OC0xMTU5MDc3MDI0/LmpwZWc.jpeg
Bunny Sigler,By The Way You Dance (I Knew It Was You),1979,417278,"1, 2, "", ,,  , S, i, n, g, l, e, ,,  , M, /, P, r, i, n, t, ,,  , P, r, o, m, o",https://api.discogs.com/releases/417278,"{'community': {'in_wantlist': 190, 'in_collection': 97}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/umu8b_VYc-q4UEdU1zzDxWFCpcdHImpjxJ-ImQVBaC8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNzI3/OC0xMTU5MDc3MDI0/LmpwZWc.jpeg
Edwin Birdsong,She's Wrapped Too Tight (She's A Button Buster),1982,418196,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/418196,"{'community': {'in_wantlist': 181, 'in_collection': 166}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/lcbO05PzjTEnR5hQydyOxM7f0pC7M95mp-y7q4ko92A/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxODE5/Ni0xMTYzNzU3Mzg4/LmpwZWc.jpeg
The Salsoul Orchestra,West Side Story (Medley),1978,422589,"1, 2, "", ,,  , P, r, o, m, o",https://api.discogs.com/releases/422589,"{'community': {'in_wantlist': 32, 'in_collection': 95}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/NnEr2PSEigLssRDq19YNa4o8UxyCsRiQZ33a7lPV_Gw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQyMjU4/OS0xMTgxMzk5MTQw/LmpwZWc.jpeg
First Choice,Let No Man,1997,422716,"1, 2, """,https://api.discogs.com/releases/422716,"{'community': {'in_wantlist': 224, 'in_collection': 149}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/kp0rf5DgbnJnfLJtSBujx7Zjwhcjrvjf8Xv3wpjbX6Y/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQyMjcx/Ni0xMzUwNDkyMzE2/LTUxMjQuanBlZw.jpeg
Loleatta Holloway,Queen Of The Night,1978,427742,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/427742,"{'community': {'in_wantlist': 261, 'in_collection': 812}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/wx0BxVVcYRzqFoRmpRpmGF3yBvp2Q2ZyUiYd2ustE9w/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQyNzc0/Mi0xMzAzMzIwMzEx/LmpwZWc.jpeg
